Site,Partition,&alpha; ,&beta;<sup>-</sup>,p<sup>-</sup>,&beta;<sup>+</sup>,p<sup>+</sup>,LRT,p-value,# branches under selection,Total branch length
2991,1,0.49,0.00,0.02,0.00,0.98,0.00,0.67,0.00,2.96
2992,1,0.40,0.00,0.02,0.00,0.98,0.00,0.67,0.00,2.44
2993,1,1.23,0.00,0.11,0.00,0.89,0.00,0.67,0.00,7.44
2994,1,2.24,0.00,0.17,0.00,0.83,0.00,0.67,0.00,13.55
2995,1,0.58,0.00,0.40,0.00,0.60,0.00,0.67,0.00,3.53
2996,1,0.26,0.26,0.22,0.00,0.78,0.00,0.67,0.00,2.83
2997,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
2998,1,0.34,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.06
2999,1,0.57,0.00,0.26,0.00,0.74,0.00,0.67,0.00,3.46
3000,1,5.42,0.05,0.00,0.05,1.00,0.00,0.67,0.00,33.83
3001,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
3002,1,0.56,0.08,0.23,0.07,0.77,0.00,0.67,0.00,4.84
3003,1,0.17,0.06,0.34,0.03,0.66,0.00,0.67,0.00,1.93
3004,1,0.88,0.00,0.26,0.00,0.74,0.00,0.67,0.00,5.30
3005,1,2.96,0.00,0.05,0.00,0.95,0.00,0.67,0.00,17.89
3006,1,0.22,0.18,0.22,0.00,0.78,0.00,0.67,0.00,2.20
3007,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
3008,1,6.60,0.00,0.02,0.00,0.98,0.00,0.67,0.00,39.87
3009,1,2.24,1.96,0.04,0.00,0.96,0.00,0.67,0.00,15.38
3010,1,1.26,0.15,0.07,0.05,0.93,0.00,0.67,0.00,8.78
3011,1,1.24,0.23,0.04,0.01,0.96,0.00,0.67,0.00,7.94
3012,1,1.73,0.82,0.17,0.00,0.83,0.00,0.67,0.00,13.46
3013,1,0.58,0.08,0.01,0.08,0.99,0.00,0.67,0.00,5.20
3014,1,1.63,1.02,0.20,0.15,0.80,0.00,0.67,0.00,16.84
3015,1,0.60,0.60,0.08,0.00,0.92,0.00,0.67,0.00,4.63
3016,1,0.22,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.33
3017,1,6.43,0.00,0.02,0.00,0.98,0.00,0.67,0.00,38.82
3018,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
3019,1,1.09,0.05,0.00,0.05,1.00,0.00,0.67,0.00,7.62
3020,1,0.60,0.00,0.15,0.00,0.85,0.00,0.67,0.00,3.64
3021,1,1.50,0.07,0.02,0.07,0.98,0.00,0.67,0.00,10.58
3022,1,1.33,0.13,0.32,0.13,0.68,0.00,0.67,0.00,10.88
3023,1,1.94,0.00,0.05,0.00,0.95,0.00,0.67,0.00,11.69
3024,1,0.84,0.04,0.00,0.04,1.00,0.00,0.67,0.00,5.99
3025,1,0.51,0.02,1.00,0.02,0.00,0.00,0.67,0.00,3.45
3026,1,0.83,0.00,0.27,0.00,0.73,0.00,0.67,0.00,5.03
3027,1,1.51,0.00,0.02,0.00,0.98,0.00,0.67,0.00,9.11
3028,1,6.48,0.00,0.02,0.00,0.98,0.00,0.67,0.00,39.12
3029,1,1.33,0.48,0.25,0.00,0.75,0.00,0.67,0.00,10.63
3030,1,1.42,0.00,0.05,0.00,0.95,0.00,0.67,0.00,8.55
3031,1,0.33,0.01,0.00,0.01,1.00,0.00,0.67,0.00,2.31
3032,1,0.24,0.00,0.03,0.00,0.97,0.00,0.67,0.00,1.47
3033,1,0.85,0.00,0.26,0.00,0.74,0.00,0.67,0.00,5.16
3034,1,1.73,0.00,0.09,0.00,0.91,0.00,0.67,0.00,10.43
3035,1,0.24,0.00,0.11,0.00,0.89,0.00,0.67,0.00,1.45
3036,1,1.23,1.23,0.03,0.00,0.97,0.00,0.67,0.00,8.24
3037,1,26.81,0.00,0.14,0.00,0.86,0.00,0.67,0.00,161.89
3038,1,0.24,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.43
3039,1,6.66,0.00,0.02,0.00,0.98,0.00,0.67,0.00,40.22
3040,1,0.70,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.23
3041,1,6.27,0.00,0.02,0.00,0.98,0.00,0.67,0.00,37.87
3042,1,1.27,0.00,0.03,0.00,0.97,0.00,0.67,0.00,7.68
3043,1,0.51,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.07
3044,1,0.61,0.00,0.19,0.00,0.81,0.00,0.67,0.00,3.69
3045,1,11.88,0.00,0.02,0.00,0.98,0.00,0.67,0.00,71.74
3046,1,0.55,0.00,0.14,0.00,0.86,0.00,0.67,0.00,3.31
3047,1,0.81,0.00,0.25,0.00,0.75,0.00,0.67,0.00,4.86
3048,1,1.22,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.34
3049,1,1.22,0.00,0.09,0.00,0.91,0.00,0.67,0.00,7.36
3050,1,0.77,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.63
3051,1,0.17,0.00,0.11,0.00,0.89,0.00,0.67,0.00,1.01
3052,1,0.62,0.00,0.25,0.00,0.75,0.00,0.67,0.00,3.71
3053,1,1.06,0.00,0.15,0.00,0.85,0.00,0.67,0.00,6.37
3054,1,0.74,0.74,0.12,0.00,0.88,0.00,0.67,0.00,6.35
3055,1,0.93,0.00,0.11,0.00,0.89,0.00,0.67,0.00,5.61
3056,1,0.50,0.01,0.06,0.01,0.94,0.00,0.67,0.00,3.35
3057,1,6.45,0.03,0.00,0.03,1.00,0.00,0.67,0.00,39.60
3058,1,0.34,0.00,0.11,0.00,0.89,0.00,0.67,0.00,2.04
3059,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
3060,1,83.22,0.08,0.02,0.08,0.98,0.00,0.67,0.00,504.35
3061,1,1.15,0.00,0.14,0.00,0.86,0.00,0.67,0.00,6.96
3062,1,11.73,0.01,0.00,0.01,1.00,0.00,0.67,0.00,71.13
3063,1,1.21,0.10,0.00,0.10,1.00,0.00,0.67,0.00,9.47
3064,1,0.87,0.08,0.00,0.08,1.00,0.00,0.67,0.00,6.96
3065,1,0.75,0.00,0.15,0.00,0.85,0.00,0.67,0.00,4.56
3066,1,0.27,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.66
3067,1,11.67,0.00,0.02,0.00,0.98,0.00,0.67,0.00,70.45
3068,1,0.00,0.00,0.04,0.03,0.96,0.29,0.50,1.00,0.64
3069,1,0.64,0.00,0.13,0.00,0.87,0.00,0.67,0.00,3.85
3070,1,0.79,0.00,0.27,0.00,0.73,0.00,0.67,0.00,4.75
3071,1,0.49,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.96
3072,1,0.24,0.00,0.03,0.00,0.97,0.00,0.67,0.00,1.47
3073,1,0.24,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.47
3074,1,0.26,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.58
3075,1,0.51,0.00,0.27,0.00,0.73,0.00,0.67,0.00,3.07
3076,1,0.24,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.47
3077,1,0.25,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.53
3078,1,0.78,0.78,0.03,0.00,0.97,0.00,0.67,0.00,5.28
3079,1,1.16,0.00,0.19,0.00,0.81,0.00,0.67,0.00,6.99
3080,1,1.20,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.22
3081,1,1.02,0.00,0.25,0.00,0.75,0.00,0.67,0.00,6.15
3082,1,4.09,0.00,0.02,0.00,0.98,0.00,0.67,0.00,24.71
3083,1,0.24,0.00,0.13,0.00,0.87,0.00,0.67,0.00,1.45
3084,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
3085,1,3.91,0.00,0.05,0.00,0.95,0.00,0.67,0.00,23.59
3086,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
3087,1,3.72,0.00,0.02,0.00,0.98,0.00,0.67,0.00,22.47
3088,1,1.50,0.00,0.09,0.00,0.91,0.00,0.67,0.00,9.06
3089,1,0.79,0.02,0.00,0.02,1.00,0.00,0.67,0.00,5.20
3090,1,0.41,0.00,0.02,0.00,0.98,0.00,0.67,0.00,2.45
3091,1,0.23,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.40
3092,1,1.85,0.19,0.00,0.19,1.00,0.00,0.67,0.00,15.23
3093,1,1.22,0.29,0.19,0.00,0.81,0.00,0.67,0.00,8.54
3094,1,0.95,0.57,0.53,0.00,0.47,0.00,0.67,0.00,12.26
3095,1,1.36,1.36,0.05,0.00,0.95,0.00,0.67,0.00,9.67
3096,1,0.65,0.09,0.11,0.09,0.89,0.00,0.67,0.00,5.91
3097,1,0.90,0.90,0.03,0.00,0.97,0.00,0.67,0.00,6.09
3098,1,2.00,0.22,0.00,0.22,1.00,0.00,0.67,0.00,16.86
3099,1,2.86,0.10,0.10,0.10,0.90,0.00,0.67,0.00,19.47
3100,1,0.25,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.52
3101,1,0.98,0.06,0.16,0.06,0.84,0.00,0.67,0.00,7.26
3102,1,0.82,0.82,0.09,0.00,0.91,0.00,0.67,0.00,6.51
3103,1,0.20,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.21
3104,1,2.38,0.00,0.05,0.00,0.95,0.00,0.67,0.00,14.38
3105,1,1.43,0.00,0.14,0.00,0.86,0.00,0.67,0.00,8.66
3106,1,1.52,0.05,0.00,0.05,1.00,0.00,0.67,0.00,10.15
3107,1,1.48,1.48,0.26,0.00,0.74,0.00,0.67,0.00,17.24
3108,1,1.56,0.00,0.05,0.00,0.95,0.00,0.67,0.00,9.42
3109,1,0.74,0.74,0.07,0.00,0.93,0.00,0.67,0.00,5.65
3110,1,0.43,0.43,0.13,0.00,0.87,0.00,0.67,0.00,3.81
3111,1,1711.74,0.00,0.02,0.00,0.98,0.00,0.67,0.00,10337.00
3112,1,0.39,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.33
3113,1,0.81,0.00,0.20,0.00,0.80,0.00,0.67,0.00,4.91
3114,1,2.81,0.00,0.02,0.00,0.98,0.00,0.67,0.00,16.95
3115,1,0.00,0.00,0.81,0.53,0.19,3.19,0.10,2.00,2.19
3116,1,0.51,0.00,0.13,0.00,0.87,0.00,0.67,0.00,3.09
3117,1,1.55,1.55,0.07,0.00,0.93,0.00,0.67,0.00,11.79
3118,1,0.25,0.06,0.37,0.06,0.63,0.00,0.67,0.00,2.70
3119,1,0.16,0.04,0.51,0.00,0.49,0.00,0.67,0.00,1.44
3120,1,0.00,0.00,0.95,0.98,0.05,5.74,0.03,2.00,1.14
3121,1,6.40,0.00,0.02,0.00,0.98,0.00,0.67,0.00,38.67
3122,1,1.32,0.00,0.09,0.00,0.91,0.00,0.67,0.00,7.95
3123,1,0.40,0.00,0.11,0.00,0.89,0.00,0.67,0.00,2.41
3124,1,0.23,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.40
3125,1,2.03,0.00,0.02,0.00,0.98,0.00,0.67,0.00,12.29
3126,1,0.50,0.03,0.00,0.03,1.00,0.00,0.67,0.00,3.63
3127,1,9.16,0.00,0.02,0.00,0.98,0.00,0.67,0.00,55.35
3128,1,1.02,0.05,0.00,0.05,1.00,0.00,0.67,0.00,7.21
3129,1,2.11,0.06,0.03,0.06,0.97,0.00,0.67,0.00,14.14
3130,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
3131,1,0.29,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.75
3132,1,0.71,0.00,0.09,0.00,0.91,0.00,0.67,0.00,4.28
3133,1,1.44,1.44,0.04,0.07,0.96,0.00,0.67,0.00,11.50
3134,1,1.19,0.06,0.00,0.06,1.00,0.00,0.67,0.00,8.49
3135,1,0.79,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.79
3136,1,0.93,0.93,0.03,0.00,0.97,0.00,0.67,0.00,6.34
3137,1,0.44,0.09,0.09,0.09,0.91,0.00,0.67,0.00,4.60
3138,1,0.50,0.21,1.00,0.22,0.00,0.00,0.67,0.00,7.64
3139,1,2.22,0.32,0.13,0.00,0.87,0.00,0.67,0.00,14.28
3140,1,1.46,0.07,0.04,0.07,0.96,0.00,0.67,0.00,10.32
3141,1,1.15,0.04,0.15,0.04,0.85,0.00,0.67,0.00,7.85
3142,1,1.44,0.42,0.21,0.16,0.79,0.00,0.67,0.00,13.27
3143,1,0.99,0.00,0.19,0.00,0.81,0.00,0.67,0.00,6.01
3144,1,0.44,0.15,0.04,0.14,0.96,0.00,0.67,0.00,5.79
3145,1,2.36,0.00,0.05,0.00,0.95,0.00,0.67,0.00,14.25
3146,1,0.41,0.23,0.56,0.00,0.44,0.00,0.67,0.00,5.23
3147,1,2.76,0.00,0.01,0.00,0.99,0.00,0.67,0.00,16.69
3148,1,0.54,0.54,0.20,0.00,0.80,0.00,0.67,0.00,5.62
3149,1,2.03,0.00,0.05,0.00,0.95,0.00,0.67,0.00,12.28
3150,1,1711.55,23.73,0.03,0.06,0.97,0.00,0.67,0.00,10350.46
3151,1,0.31,0.00,0.14,0.00,0.86,0.00,0.67,0.00,1.85
3152,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
3153,1,1.13,0.25,0.00,0.25,1.00,0.00,0.67,0.00,12.34
3154,1,1.06,0.00,0.19,0.00,0.81,0.00,0.67,0.00,6.41
3155,1,0.64,0.00,0.05,0.00,0.95,0.00,0.67,0.00,3.84
3156,1,1.40,0.00,0.18,0.00,0.82,0.00,0.67,0.00,8.45
3157,1,0.56,0.02,0.00,0.02,1.00,0.00,0.67,0.00,3.74
3158,1,3.62,0.00,0.02,0.00,0.98,0.00,0.67,0.00,21.85
3159,1,8.77,0.00,0.02,0.00,0.98,0.00,0.67,0.00,52.98
3160,1,0.68,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.09
3161,1,0.75,0.00,0.42,0.00,0.58,0.00,0.67,0.00,4.54
3162,1,0.50,0.01,0.00,0.01,1.00,0.00,0.67,0.00,3.30
3163,1,0.46,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.77
3164,1,2.03,0.00,0.01,0.00,0.99,0.00,0.67,0.00,12.25
3165,1,0.41,0.03,0.07,0.03,0.93,0.00,0.67,0.00,3.05
3166,1,0.87,0.00,0.26,0.00,0.74,0.00,0.67,0.00,5.24
3167,1,0.79,0.09,0.01,0.03,0.99,0.00,0.67,0.00,5.54
3168,1,0.72,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.37
3169,1,0.23,0.00,0.11,0.00,0.89,0.00,0.67,0.00,1.39
3170,1,1.09,0.99,0.04,0.00,0.96,0.00,0.67,0.00,7.39
3171,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
3172,1,0.26,0.00,0.03,0.00,0.97,0.00,0.67,0.00,1.58
3173,1,2.37,0.00,0.02,0.00,0.98,0.00,0.67,0.00,14.32
3174,1,0.39,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.33
3175,1,0.52,0.00,0.04,0.00,0.96,0.00,0.67,0.00,3.13
3176,1,0.60,0.00,0.05,0.00,0.95,0.00,0.67,0.00,3.62
3177,1,0.71,0.00,0.18,0.00,0.82,0.00,0.67,0.00,4.30
3178,1,4.34,0.00,0.02,0.00,0.98,0.00,0.67,0.00,26.18
3179,1,1.20,0.00,0.14,0.00,0.86,0.00,0.67,0.00,7.27
3180,1,0.25,0.00,0.11,0.00,0.89,0.00,0.67,0.00,1.52
3181,1,0.23,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.36
3182,1,0.26,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.56
3183,1,0.95,0.00,0.09,0.00,0.91,0.00,0.67,0.00,5.74
3184,1,1.11,0.00,0.05,0.00,0.95,0.00,0.67,0.00,6.69
3185,1,2.07,0.00,0.09,0.00,0.91,0.00,0.67,0.00,12.49
3186,1,0.30,0.00,0.11,0.00,0.89,0.00,0.67,0.00,1.82
3187,1,0.76,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.62
3188,1,0.59,0.00,0.19,0.00,0.81,0.00,0.67,0.00,3.55
3189,1,0.61,0.00,0.14,0.00,0.86,0.00,0.67,0.00,3.70
3190,1,3.39,0.01,0.04,0.01,0.96,0.00,0.67,0.00,20.77
3191,1,2.06,0.00,0.10,0.00,0.90,0.00,0.67,0.00,12.43
3192,1,1.91,0.00,0.17,0.00,0.83,0.00,0.67,0.00,11.55
3193,1,0.84,0.00,0.19,0.00,0.81,0.00,0.67,0.00,5.10
3194,1,0.87,0.00,0.25,0.00,0.75,0.00,0.67,0.00,5.25
3195,1,1.07,0.00,0.17,0.00,0.83,0.00,0.67,0.00,6.44
3196,1,0.98,0.98,0.10,0.00,0.90,0.00,0.67,0.00,7.96
3197,1,1.27,0.00,0.05,0.00,0.95,0.00,0.67,0.00,7.67
3198,1,1.25,0.00,0.19,0.00,0.81,0.00,0.67,0.00,7.57
3199,1,4.06,0.70,0.05,0.07,0.95,0.00,0.67,0.00,26.76
3200,1,4.41,0.00,0.02,0.00,0.98,0.00,0.67,0.00,26.62
3201,1,0.76,0.00,0.27,0.00,0.73,0.00,0.67,0.00,4.60
3202,1,0.24,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.46
3203,1,0.00,0.00,0.79,1.06,0.21,6.66,0.02,3.00,4.82
3204,1,2.77,0.57,0.14,0.04,0.86,0.00,0.67,0.00,19.12
3205,1,1.13,0.00,0.20,0.00,0.80,0.00,0.67,0.00,6.83
3206,1,1.21,0.00,0.03,0.00,0.97,0.00,0.67,0.00,7.28
3207,1,0.00,0.00,0.00,0.05,1.00,0.53,0.42,0.00,1.13
3208,1,1.81,0.55,0.05,0.00,0.95,0.00,0.67,0.00,11.56
3209,1,0.74,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.49
3210,1,1.15,0.12,0.23,0.12,0.77,0.00,0.67,0.00,9.55
3211,1,2.33,0.00,0.02,0.00,0.98,0.00,0.67,0.00,14.09
3212,1,0.24,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.46
3213,1,1.20,0.26,0.25,0.12,0.75,0.00,0.67,0.00,10.58
3214,1,11.72,11.72,0.05,0.02,0.95,0.00,0.67,0.00,82.69
3215,1,0.60,0.01,0.00,0.01,1.00,0.00,0.67,0.00,3.95
3216,1,2.88,0.00,0.02,0.00,0.98,0.00,0.67,0.00,17.39
3217,1,1.95,0.08,0.00,0.08,1.00,0.00,0.67,0.00,13.51
3218,1,0.63,0.04,0.02,0.04,0.98,0.00,0.67,0.00,4.73
3219,1,1.15,0.09,0.08,0.09,0.92,0.00,0.67,0.00,8.92
3220,1,29.49,29.49,0.04,0.08,0.96,0.00,0.67,0.00,202.15
3221,1,0.56,0.00,0.14,0.00,0.86,0.00,0.67,0.00,3.36
3222,1,0.53,0.00,0.26,0.00,0.74,0.00,0.67,0.00,3.22
3223,1,1.78,0.18,0.23,0.19,0.77,0.00,0.67,0.00,14.78
3224,1,0.33,0.04,0.00,0.04,1.00,0.00,0.67,0.00,2.82
3225,1,0.76,0.56,0.04,0.00,0.96,0.00,0.67,0.00,5.07
3226,1,0.90,0.00,0.19,0.00,0.81,0.00,0.67,0.00,5.46
3227,1,0.35,0.18,0.16,0.18,0.84,0.00,0.67,0.00,5.94
3228,1,2.23,0.40,0.10,0.00,0.90,0.00,0.67,0.00,14.29
3229,1,0.59,0.00,0.27,0.00,0.73,0.00,0.67,0.00,3.56
3230,1,0.49,0.00,0.04,0.00,0.96,0.00,0.67,0.00,2.94
3231,1,1.21,1.21,0.20,0.01,0.80,0.00,0.67,0.00,12.65
3232,1,1.52,0.02,0.00,0.02,1.00,0.00,0.67,0.00,9.55
3233,1,1.11,0.21,0.14,0.07,0.86,0.00,0.67,0.00,8.64
3234,1,1.17,0.01,0.00,0.01,1.00,0.00,0.67,0.00,7.37
3235,1,0.86,0.86,0.03,0.00,0.97,0.00,0.67,0.00,5.79
3236,1,0.76,0.00,0.24,0.00,0.76,0.00,0.67,0.00,4.59
3237,1,3.10,0.02,0.00,0.02,1.00,0.00,0.67,0.00,19.06
3238,1,1.22,0.39,0.07,0.00,0.93,0.00,0.67,0.00,7.94
3239,1,2.79,0.00,0.05,0.00,0.95,0.00,0.67,0.00,16.83
3240,1,0.31,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.89
3241,1,0.98,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.95
3242,1,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00
3243,1,0.54,0.00,0.14,0.00,0.86,0.00,0.67,0.00,3.26
3244,1,1.38,0.01,0.06,0.01,0.94,0.00,0.67,0.00,8.61
3245,1,0.25,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.53
3246,1,2.22,0.01,0.00,0.01,1.00,0.00,0.67,0.00,13.68
3247,1,0.60,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.60
3248,1,0.99,0.00,0.07,0.00,0.93,0.00,0.67,0.00,5.98
3249,1,9.54,0.08,0.01,0.02,0.99,0.00,0.67,0.00,58.00
3250,1,0.25,0.00,0.05,0.00,0.95,0.00,0.67,0.00,1.50
3251,1,0.62,0.00,0.12,0.00,0.88,0.00,0.67,0.00,3.73
3252,1,11.88,0.00,0.02,0.00,0.98,0.00,0.67,0.00,71.75
3253,1,5.51,5.51,0.21,0.00,0.79,0.00,0.67,0.00,58.61
3254,1,1.13,0.04,0.00,0.04,1.00,0.00,0.67,0.00,7.77
3255,1,0.84,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.07
3256,1,11.23,0.05,0.00,0.05,1.00,0.00,0.67,0.00,68.78
3257,1,0.84,0.84,0.10,0.12,0.90,0.00,0.67,0.00,9.07
3258,1,0.72,0.04,0.00,0.04,1.00,0.00,0.67,0.00,5.25
3259,1,0.80,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.85
3260,1,0.74,0.18,0.05,0.18,0.95,0.00,0.67,0.00,8.37
3261,1,1.40,0.18,0.00,0.17,1.00,0.00,0.67,0.00,12.18
3262,1,3.65,0.82,0.04,0.00,0.96,0.00,0.67,0.00,22.68
3263,1,0.24,0.00,0.03,0.00,0.97,0.00,0.67,0.00,1.47
3264,1,0.59,0.59,0.35,0.00,0.65,0.00,0.67,0.00,8.09
3265,1,0.69,0.14,0.08,0.14,0.92,0.00,0.67,0.00,7.28
3266,1,0.62,0.02,0.00,0.02,1.00,0.00,0.67,0.00,4.10
3267,1,0.75,0.00,0.27,0.00,0.73,0.00,0.67,0.00,4.53
3268,1,5.41,0.30,0.30,0.30,0.70,0.00,0.67,0.00,39.10
3269,1,0.83,0.00,0.18,0.00,0.82,0.00,0.67,0.00,5.01
3270,1,0.64,0.00,0.20,0.00,0.80,0.00,0.67,0.00,3.84
3271,1,9.19,1.05,0.11,0.12,0.89,0.00,0.67,0.00,60.37
3272,1,0.03,0.00,0.11,0.00,0.89,0.00,0.67,0.00,0.19
3273,1,0.69,0.61,0.04,0.00,0.96,0.00,0.67,0.00,4.72
3274,1,1.05,0.00,0.09,0.00,0.91,0.00,0.67,0.00,6.32
3275,1,0.22,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.33
3276,1,0.62,0.00,0.14,0.00,0.86,0.00,0.67,0.00,3.73
3277,1,0.66,0.00,0.26,0.00,0.74,0.00,0.67,0.00,3.99
3278,1,16.27,0.00,0.02,0.00,0.98,0.00,0.67,0.00,98.24
3279,1,0.73,0.00,0.10,0.00,0.90,0.00,0.67,0.00,4.43
3280,1,1.74,0.20,0.01,0.01,0.99,0.00,0.67,0.00,10.74
3281,1,0.28,0.00,0.01,0.00,0.99,0.00,0.67,0.00,1.69
3282,1,0.13,0.00,0.14,0.00,0.86,0.00,0.67,0.00,0.78
3283,1,0.53,0.00,0.02,0.00,0.98,0.00,0.67,0.00,3.20
3284,1,1.09,0.25,0.24,0.26,0.76,0.00,0.67,0.00,12.07
3285,1,1.87,0.10,0.04,0.10,0.96,0.00,0.67,0.00,13.51
3286,1,0.56,0.02,0.00,0.02,1.00,0.00,0.67,0.00,3.81
3287,1,0.66,0.66,0.14,0.01,0.86,0.00,0.67,0.00,6.06
3288,1,10.85,0.00,0.02,0.00,0.98,0.00,0.67,0.00,65.53
3289,1,0.90,0.86,0.43,0.00,0.57,0.00,0.67,0.00,13.40
3290,1,0.81,0.02,0.00,0.02,1.00,0.00,0.67,0.00,5.23
3291,1,0.47,0.00,0.05,0.00,0.95,0.00,0.67,0.00,2.83
3292,1,0.14,0.00,0.11,0.00,0.89,0.00,0.67,0.00,0.82
3293,1,6.87,6.87,0.10,0.00,0.90,0.00,0.67,0.00,55.84
3294,1,0.73,0.17,0.12,0.13,0.88,0.00,0.67,0.00,7.39
3295,1,0.96,0.02,0.00,0.02,1.00,0.00,0.67,0.00,6.14
3296,1,24.50,24.50,0.05,0.01,0.95,0.00,0.67,0.00,173.62
3297,1,0.83,0.00,0.19,0.00,0.81,0.00,0.67,0.00,4.99
3298,1,1.32,0.03,0.00,0.02,1.00,0.00,0.67,0.00,8.34
3299,1,1.33,0.00,0.19,0.00,0.81,0.00,0.67,0.00,8.00
3300,1,1.10,0.60,0.04,0.00,0.96,0.00,0.67,0.00,7.23
3301,1,3.20,0.00,0.02,0.00,0.98,0.00,0.67,0.00,19.35
3302,1,0.77,0.00,0.34,0.00,0.66,0.00,0.67,0.00,4.64
3303,1,3.59,0.00,0.02,0.00,0.98,0.00,0.67,0.00,21.65
3304,1,9.60,0.01,0.00,0.02,1.00,0.00,0.67,0.00,58.35
3305,1,2.53,0.00,0.09,0.00,0.91,0.00,0.67,0.00,15.26
3306,1,1.64,0.14,0.00,0.14,1.00,0.00,0.67,0.00,12.95
3307,1,0.14,0.00,0.28,0.00,0.72,0.00,0.67,0.00,0.85
3308,1,3.75,0.12,0.02,0.06,0.98,0.00,0.67,0.00,23.98
3309,1,0.96,0.09,0.00,0.09,1.00,0.00,0.67,0.00,7.72
3310,1,0.87,0.09,0.01,0.09,0.99,0.00,0.67,0.00,7.20
3311,1,0.54,0.00,0.11,0.00,0.89,0.00,0.67,0.00,3.27
3312,1,1.26,0.88,0.12,0.00,0.88,0.00,0.67,0.00,9.93
3313,1,1.23,0.89,0.29,0.00,0.71,0.00,0.67,0.00,13.01
3314,1,0.88,0.73,0.54,0.00,0.46,0.00,0.67,0.00,13.75
3315,1,1.49,1.49,0.07,0.00,0.93,0.00,0.67,0.00,11.34
3316,1,1.63,1.63,0.11,0.07,0.89,0.00,0.67,0.00,15.16
3317,1,1.14,0.14,0.41,0.15,0.59,0.00,0.67,0.00,10.04
3318,1,24.37,14.62,0.13,0.01,0.87,0.00,0.67,0.00,187.12
3319,1,2.38,2.38,0.03,0.12,0.97,0.00,0.67,0.00,18.73
3320,1,0.72,0.00,0.26,0.00,0.74,0.00,0.67,0.00,4.33
3321,1,0.15,0.09,0.15,0.00,0.85,0.00,0.67,0.00,1.25
3322,1,0.59,0.00,0.11,0.00,0.89,0.00,0.67,0.00,3.58
3323,1,1.67,1.67,0.03,0.05,0.97,0.00,0.67,0.00,12.42
3324,1,9.60,0.00,0.02,0.00,0.98,0.00,0.67,0.00,57.99
3325,1,3.01,0.00,0.02,0.00,0.98,0.00,0.67,0.00,18.21
3326,1,1.15,0.04,0.00,0.04,1.00,0.00,0.67,0.00,7.90
3327,1,0.31,0.00,0.02,0.00,0.98,0.00,0.67,0.00,1.88
3328,1,1.02,0.13,0.00,0.13,1.00,0.00,0.67,0.00,8.87
3329,1,1712.37,0.03,0.00,0.03,1.00,0.00,0.67,0.00,10341.41
